Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
1,MemberHealth,20128.8886%,$1240061415,Health,Ohio,,157,http://www.inc.com/profile/memberhealth,2
2,Cedar Point Communications,14853.2794%,$68067926,Telecommunications,New Hampshire,,197,http://www.inc.com/profile/cedar-point-communications,1
3,Hospital Partners of America,12227.2122%,$348882665,Health,North Carolina,,3200,http://www.inc.com/profile/hospital-partners-of-america,1
4,Red Ventures,9470.4825%,$34006987,Advertising & Marketing,North Carolina,,154,http://www.inc.com/profile/red-ventures,1
4,Genoptix Medical Laboratory,11391.866%,$24018000,Health,California,,113,http://www.inc.com/profile/genoptix-medical-laboratory,1
5,Fusion Solutions,9301.7094%,$22000000,Human Resources,Texas,Dallas,170,http://www.inc.com/profile/fusion-solutions,1
6,Bill Me Later,8650.8972%,$53643000,Business Services,Maryland,,100,http://www.inc.com/profile/bill-me-later,1
7,Groupware Technology,7579.1502%,$58931795,Computer Hardware,California,San Jose,29,http://www.inc.com/profile/groupware-technology,1
8,M Space Holdings,6402.0742%,$31284145,Construction,New York,New York City,31,http://www.inc.com/profile/m-space-holdings,1
9,By Light Professional IT Services,6311.2772%,$13264676,Government Services,Virginia,,42,http://www.inc.com/profile/by-light-professional-it-services,1
10,HydraMedia,6030.7825%,$43068747,Advertising & Marketing,California,,40,http://www.inc.com/profile/hydramedia,1
11,Turnbull-Wahlert Construction,6018.5007%,$28786689,Construction,Ohio,,34,http://www.inc.com/profile/turnbull-wahlert-construction,1
12,Santur,5994.7451%,$40385000,Telecommunications,California,,192,http://www.inc.com/profile/santur,1
13,Ascendant Technology,5937.0594%,$24453109,IT Services,Texas,Austin,103,http://www.inc.com/profile/ascendant-technology,1
13,JDI Financial,5560.6656%,$53454231,Financial Services,New York,,35,http://www.inc.com/profile/jdi-financial,1
14,Callaway Partners,5533.8608%,$84784422,Human Resources,Georgia,,303,http://www.inc.com/profile/callaway-partners,1
15,Credant Technologies,5513.0872%,$16727000,Security,Texas,,89,http://www.inc.com/profile/credant-technologies,1
16,Global Risk Solutions,4398.5167%,$13666134,Insurance,Florida,,34,http://www.inc.com/profile/global-risk-solutions,1
17,Bridgepoint Education,4215.1446%,$31445408,Education,California,San Diego,684,http://www.inc.com/profile/bridgepoint-education,1
18,Turning Technologies,3907.9351%,$20566198,IT Services,Ohio,"Youngstown-Warren-Boardman, OH-PA",77,http://www.inc.com/profile/turning-technologies,1
19,Vizio,3807.309%,$676595877,Consumer Products & Services,California,Los Angeles,70,http://www.inc.com/profile/vizio,1
20,Noble Investment Group,3600.5391%,$54916000,Travel & Hospitality,Georgia,Atlanta,5326,http://www.inc.com/profile/noble-investment-group,1
21,Bryco Funding,3501.2656%,$15524696,Financial Services,California,,104,http://www.inc.com/profile/bryco-funding,1
22,Heritage Web Solutions,3443.1255%,$8230645,IT Services,Utah,"Provo-Orem, UT",154,http://www.inc.com/profile/heritage-web-solutions,1
23,Doba,3202.1834%,$7562000,Software,Utah,"Provo-Orem, UT",87,http://www.inc.com/profile/doba,1
24,E-IT Professionals,3160.4553%,$6754457,IT Services,Michigan,Detroit,91,http://www.inc.com/profile/e-it-professionals,1
25,ISTS Worldwide,3101.6826%,$10063721,IT Services,California,San Francisco,62,http://www.inc.com/profile/ists-worldwide,1
26,Gotham Direct,3053.7383%,$36776752,Advertising & Marketing,New York,New York City,15,http://www.inc.com/profile/gotham-direct,1
27,BSN,3027.2672%,$80849833,Consumer Products & Services,Florida,Miami,70,http://www.inc.com/profile/bsn,1
28,Zorch International,3013.0994%,$6442528,Business Services,Illinois,,22,http://www.inc.com/profile/zorch-international,1
29,US Tech Solutions,2940.2369%,$21124478,IT Services,New Jersey,New York City,255,http://www.inc.com/profile/us-tech-solutions,2
30,CMR Construction & Roofing,2937.2445%,$28931607,Construction,Indiana,"Indianapolis, IN",95,http://www.inc.com/profile/cmr-construction-roofing,1
31,Vantage Media Marketplaces,2912.1947%,$48048723,Advertising & Marketing,California,Los Angeles,50,http://www.inc.com/profile/vantage-media-marketplaces,1
32,SPADAC,2902.0408%,$8826000,Engineering,Virginia,"Washington, DC",74,http://www.inc.com/profile/spadac,1
33,Vaco,2836.4359%,$63800941,Human Resources,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",109,http://www.inc.com/profile/vaco,1
33,Diamondback Energy Services,2842.6199%,$155900000,Energy,Oklahoma,"Oklahoma City, OK",957,http://www.inc.com/profile/diamondback-energy-services,1
34,eClinicalWorks,2737.2698%,$38202476,Health,Massachusetts,"Worcester, MA",315,http://www.inc.com/profile/eclinicalworks,1
35,WineCommune,2708.3699%,$9213026,Food & Beverage,California,San Francisco,19,http://www.inc.com/profile/winecommune,1
37,Smartphone Experts,2655.4378%,$16093024,Consumer Products,Florida,,20,http://www.inc.com/profile/smartphone-experts,1
38,Integra Logistics,2651.6105%,$54113365,Logistics,Georgia,,58,http://www.inc.com/profile/integra-logistics,1
39,Go Mini's,2591.5463%,$9871219,Transportation,Florida,,2,http://www.inc.com/profile/go-minis,1
40,Twin Capital Mortgage,2578.1245%,$8436119,Financial Services,California,,120,http://www.inc.com/profile/twin-capital-mortgage,1
41,Digital Lifestyle Outfitters,2564.8649%,$98600000,Consumer Products,South Carolina,,70,http://www.inc.com/profile/digital-lifestyle-outfitters,2
42,Accolo,2564.8058%,$5330331,Human Resources,California,San Francisco,36,http://www.inc.com/profile/accolo,1
43,Right Media,2539.033%,$34823149,Advertising & Marketing,New York,,165,http://www.inc.com/profile/right-media,1
44,Glu Mobile,2479.1061%,$46166000,Media,California,,240,http://www.inc.com/profile/glu-mobile,1
45,TopCoder,2459.4128%,$14819000,Software,Connecticut,"Hartford-West Hartford-East Hartford, CT",96,http://www.inc.com/profile/topcoder,1
46,Ideal Innovations,2427.4757%,$25285145,Government Services,Virginia,"Washington, DC",210,http://www.inc.com/profile/ideal-innovations,1
47,National Patient Services,2426.9421%,$93053152,Advertising & Marketing,Arizona,,8,http://www.inc.com/profile/national-patient-services,1
48,XYMOGEN,2412.3762%,$10150000,Health,Florida,"Orlando, FL",41,http://www.inc.com/profile/xymogen,1
49,Piston Automotive,2393.1576%,$97045011,Manufacturing,Michigan,Detroit,98,http://www.inc.com/profile/piston-automotive,1
50,Succeed Corp.,2391.8301%,$15250000,Software,Arizona,,180,http://www.inc.com/profile/succeed-corp,1
51,Eyeonics,2388.0466%,$17068000,Health,California,,105,http://www.inc.com/profile/eyeonics,1
51,TaxStream,2377.644%,$10115477,Software,New Jersey,,65,http://www.inc.com/profile/taxstream,1
52,Airvana,2340.0974%,$170270000,Telecommunications,Massachusetts,,504,http://www.inc.com/profile/airvana,1
52,Ethertronics,2323.4173%,$14680456,Telecommunications,California,San Diego,81,http://www.inc.com/profile/ethertronics,1
53,Great American Title Agency,2319.9154%,$8795594,Real Estate,Arizona,Phoenix,66,http://www.inc.com/profile/great-american-title-agency,1
54,Stallion Oilfield Services,2303.0285%,$162661000,Energy,Texas,,1648,http://www.inc.com/profile/stallion-oilfield-services,1
54,Acceller,2225.491%,$10164349,Advertising & Marketing,Florida,,24,http://www.inc.com/profile/acceller,1
55,Jayco International,2224.869%,$16281406,Government Services,Missouri,,2,http://www.inc.com/profile/jayco-international,1
56,Service Financial,2207.942%,$4657173,Financial Services,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",1,http://www.inc.com/profile/service-financial,1
57,Broadband National,2201.3755%,$11249837,Telecommunications,Florida,,60,http://www.inc.com/profile/broadband-national,1
58,Pivot Employment Platforms,2189.6254%,$5765002,Human Resources,Kansas,"Kansas City, MO-KS",220,http://www.inc.com/profile/pivot-employment-platforms,1
59,MX Logic,2131.4244%,$15196000,Security,Colorado,Denver,172,http://www.inc.com/profile/mx-logic,1
59,Superior Offshore International,2167.9802%,$243445000,Energy,Texas,,550,http://www.inc.com/profile/superior-offshore-international,1
60,1 Source Consulting,2098.6115%,$58029185,IT Services,District of Columbia,"Washington, DC",357,http://www.inc.com/profile/1-source-consulting,2
61,Rollins-PCI Construction,2093.8595%,$16088537,Construction,Maryland,"Washington, DC",30,http://www.inc.com/profile/rollins-pci-construction,1
62,WPromote,2016.6516%,$4580307,Advertising & Marketing,California,Los Angeles,13,http://www.inc.com/profile/wpromote,1
63,Millennium Midstream Partners,2006.539%,$130315324,Energy,Texas,,22,http://www.inc.com/profile/millennium-midstream-partners,1
64,MDI Access,1994.1188%,$8078105,Telecommunications,Illinois,,30,http://www.inc.com/profile/mdi-access,1
65,Simplified Logistics,1985.1812%,$38555000,Logistics,Ohio,,15,http://www.inc.com/profile/simplified-logistics,1
66,GotVMail Communications,1983.5239%,$8823807,Telecommunications,Massachusetts,,26,http://www.inc.com/profile/gotvmail-communications,1
67,Atlanta Investing,1981.7163%,$17161315,Real Estate,Georgia,,6,http://www.inc.com/profile/atlanta-investing,1
68,Virpie,1969.7208%,$8195846,IT Services,Connecticut,"New Haven-Milford, CT",86,http://www.inc.com/profile/virpie,1
69,Northpointe Personnel,1943.2129%,$5759858,Human Resources,New Jersey,,6,http://www.inc.com/profile/northpointe-personnel,1
70,Big Fish Games,1935.8543%,$24048000,Media,Washington,Seattle,140,http://www.inc.com/profile/big-fish-games,1
71,FunMobility,1921.2087%,$14367580,Software,California,,90,http://www.inc.com/profile/funmobility,1
72,Wastren Advantage,1882.3272%,$11125395,Environmental Services,Ohio,"Athens-Clarke, GA",90,http://www.inc.com/profile/wastren-advantage,1
72,LawCrossing,1908.9342%,$4298617,Human Resources,California,,50,http://www.inc.com/profile/lawcrossing,1
73,TCMPI,1868.3427%,$13833650,Retail,Rhode Island,,15,http://www.inc.com/profile/tcmpi,1
74,VectorCSP,1867.4374%,$4228869,Government Services,North Carolina,"Elizabeth City, NC",37,http://www.inc.com/profile/vectorcsp,1
75,Oberon Associates,1843.8231%,$39127838,IT Services,Virginia,,298,http://www.inc.com/profile/oberon-associates,1
76,International Solutions Group,1834.0198%,$9875840,IT Services,Virginia,"Washington, DC",120,http://www.inc.com/profile/international-solutions-group,1
77,Your Best Rate Financial,1832.5243%,$4966684,Financial Services,Georgia,,37,http://www.inc.com/profile/your-best-rate-financial,1
78,Alliance Plastics,1828.4875%,$10967000,Manufacturing,South Carolina,Charlotte,25,http://www.inc.com/profile/alliance-plastics,1
79,Intrepid Learning Solutions,1818.7009%,$21008067,Business Services,Washington,,236,http://www.inc.com/profile/intrepid-learning-solutions,1
80,Evolv Solutions,1800.4525%,$12600000,Business Products & Services,Kansas,"Kansas City, MO-KS",10,http://www.inc.com/profile/evolv-solutions,1
81,Unbounded Solutions,1792.2114%,$5275315,IT Services,Georgia,Atlanta,50,http://www.inc.com/profile/unbounded-solutions,1
82,Massage Envy Spa,1782.1552%,$14296324,Consumer Products & Services,Arizona,Phoenix,38,http://www.inc.com/profile/massage-envy-spa,1
83,Astadia Consulting,1762.8176%,$9713439,Software,Georgia,,80,http://www.inc.com/profile/astadia-consulting,1
84,Korvis,1758.8044%,$23126092,Manufacturing,Oregon,"Corvallis, OR",46,http://www.inc.com/profile/korvis,1
85,Higher One Holdings,1748.3164%,$16537977,Financial Services,Connecticut,"New Haven-Milford, CT",90,http://www.inc.com/profile/higher-one-holdings,1
86,Talent Connections,1728.1643%,$4981382,Human Resources,Georgia,,11,http://www.inc.com/profile/talent-connections,1
87,Insitu,1704.1501%,$49993000,Government Services,Washington,,204,http://www.inc.com/profile/insitu,1
88,Sonicbids,1692.053%,$4449560,Media,Massachusetts,,31,http://www.inc.com/profile/sonicbids,1
89,ESET,1657.5377%,$33950777,Security,California,San Diego,50,http://www.inc.com/profile/eset,1
90,Trancos,1647.4263%,$11148580,Advertising & Marketing,California,San Francisco,35,http://www.inc.com/profile/trancos,1
91,National Safety Commission,1612.8409%,$10480788,Education,Florida,,60,http://www.inc.com/profile/national-safety-commission,1
92,Vibes Media,1607.929%,$6957949,Advertising & Marketing,Illinois,Chicago,44,http://www.inc.com/profile/vibes-media,1
93,Rome Corp.,1594.3728%,$4443069,Software,Texas,,45,http://www.inc.com/profile/rome-corp,1
94,Industriaplex,1593.2199%,$78095281,Business Services,Georgia,,100,http://www.inc.com/profile/industriaplex,1
95,SolutionSet,1582.1235%,$6922409,IT Services,California,San Jose,41,http://www.inc.com/profile/solutionset,1
96,Veterans United Home Loans,1555.2565%,$10178288,Financial Services,Missouri,"Columbia, MO",72,http://www.inc.com/profile/veterans-united-home-loans,1
97,Xsell Resources,1545.1682%,$5864021,Human Resources,Pennsylvania,,15,http://www.inc.com/profile/xsell-resources,1
98,Rizzo Consulting,1543.8356%,$3600000,Telecommunications,Illinois,Chicago,15,http://www.inc.com/profile/rizzo-consulting,1
99,Alpha Card Services,1540.7764%,$3288280,Financial Services,Pennsylvania,Philadelphia,19,http://www.inc.com/profile/alpha-card-services,1
100,Mercom,1539.3555%,$13219828,Government Services,South Carolina,"Georgetown, SC",18,http://www.inc.com/profile/mercom,1
101,Solekai Systems,1536.7145%,$18233000,Computers & Electronics,California,,162,http://www.inc.com/profile/solekai-systems,1
102,InnoPath Software,1528.4876%,$28405432,Telecommunications,California,,175,http://www.inc.com/profile/innopath-software,1
103,SocialWellth,1526.6017%,$3628867,Health,Nevada,"Las Vegas-Paradise, NV",32,http://www.inc.com/profile/socialwellth,1
104,Environmental Services of North America,1520.1951%,$4633758,Environmental Services,Michigan,,11,http://www.inc.com/profile/environmental-services-of-north-america,1
105,Norvax,1507.4975%,$11253592,Software,Illinois,,55,http://www.inc.com/profile/norvax,1
106,Red F Marketing,1501.5859%,$8057098,Advertising & Marketing,North Carolina,Charlotte,20,http://www.inc.com/profile/red-f-marketing,2
107,Szanca Solutions,1497.9239%,$3303468,Government Services,Pennsylvania,none,35,http://www.inc.com/profile/szanca-solutions,1
108,ColorWare,1494.8544%,$3994536,Computers & Electronics,Minnesota,,30,http://www.inc.com/profile/colorware,1
109,Selling Source,1492.7457%,$73317557,Advertising & Marketing,Nevada,"Las Vegas-Paradise, NV",267,http://www.inc.com/profile/selling-source,1
110,Encap,1490.163%,$8079300,Consumer Products,Wisconsin,,26,http://www.inc.com/profile/encap,1
111,WorldClass Strategy,1477.1546%,$51953034,Advertising & Marketing,Washington,,30,http://www.inc.com/profile/worldclass-strategy,1
112,Telular,1476.4007%,$26673000,Telecommunications,Illinois,Chicago,41,http://www.inc.com/profile/telular,1
113,iTech US,1474.2147%,$28434206,IT Services,Vermont,"Burlington-South Burlington, VT",285,http://www.inc.com/profile/itech-us,1
114,Health Advocate,1457.3676%,$13650000,Health,Pennsylvania,Philadelphia,125,http://www.inc.com/profile/health-advocate,1
115,Ancillary Care Management,1455.3606%,$455534000,Health,Minnesota,,360,http://www.inc.com/profile/ancillary-care-management,2
116,Anue Systems,1455.0501%,$5005333,Computer Hardware,Texas,Austin,26,http://www.inc.com/profile/anue-systems,1
117,SaltWorks,1454.7169%,$4104608,Food & Beverage,Washington,Seattle,10,http://www.inc.com/profile/saltworks,1
118,Business Integra,1450.1745%,$4690022,IT Services,Maryland,"Washington, DC",40,http://www.inc.com/profile/business-integra,1
119,ServerPlex Networks,1449.4774%,$3510465,IT Services,California,,27,http://www.inc.com/profile/serverplex-networks,1
120,AngelVision,1441.2186%,$3511050,Advertising & Marketing,Oregon,"Portland, OR",73,http://www.inc.com/profile/angelvision,1
121,Coggin & Fairchild Environmental Consultants,1425.3737%,$3359056,Environmental Services,Illinois,,1,http://www.inc.com/profile/coggin-fairchild-environmental-consultants,1
122,CorpComm,1421.0226%,$3104042,Government Services,Virginia,"Washington, DC",39,http://www.inc.com/profile/corpcomm,1
123,KnowledgeBank,1420.0017%,$3425871,Human Resources,Virginia,,38,http://www.inc.com/profile/knowledgebank,1
124,Winshuttle,1418.1822%,$3203668,Software,Washington,Seattle,30,http://www.inc.com/profile/winshuttle,1
125,Hudson & Keyse,1414.8069%,$21853529,Financial Services,Ohio,,131,http://www.inc.com/profile/hudson-keyse,2
126,Quality Label,1413.5001%,$5415606,Business Products & Services,Minnesota,Minneapolis,30,http://www.inc.com/profile/quality-label,1
127,CableOrganizer.com,1413.3088%,$8296231,Retail,Florida,Miami,30,http://www.inc.com/profile/cableorganizercom,1
128,Calnet,1411.8499%,$32098615,Government Services,Virginia,"Washington, DC",205,http://www.inc.com/profile/calnet,2
129,XOJET,1408.8152%,$36007000,Travel & Hospitality,California,San Francisco,140,http://www.inc.com/profile/xojet,1
131,Ward Media,1404.7816%,$6003913,Advertising & Marketing,New York,New York City,10,http://www.inc.com/profile/ward-media,1
132,Phacil,1404.5128%,$9788616,IT Services,Virginia,"Washington, DC",100,http://www.inc.com/profile/phacil,1
133,Planet Shoes,1395.2123%,$3539347,Retail,Massachusetts,Boston,18,http://www.inc.com/profile/planet-shoes,1
134,Capital H Group,1387.2521%,$21000000,Human Resources,Illinois,Chicago,150,http://www.inc.com/profile/capital-h-group,1
135,The Quest Group,1386.2823%,$8657847,Health,Texas,Dallas,243,http://www.inc.com/profile/the-quest-group,1
136,Five9,1371.6979%,$11241255,Software,California,San Francisco,132,http://www.inc.com/profile/five9,1
137,Did-it.com,1368.4897%,$23416331,Advertising & Marketing,New York,,90,http://www.inc.com/profile/did-itcom,1
138,PrinciplesGroup,1368.4204%,$3909082,Business Services,New Jersey,,12,http://www.inc.com/profile/principlesgroup,1
139,Edible Arrangements International,1367.5896%,$108136201,Food & Beverage,Connecticut,"New Haven-Milford, CT",54,http://www.inc.com/profile/edible-arrangements-international,2
140,Epic MedStaff Services,1354.0273%,$14446619,Health,Texas,Dallas,853,http://www.inc.com/profile/epic-medstaff-services,1
141,NET Systems,1346.5726%,$15943472,Computer Hardware,California,Los Angeles,10,http://www.inc.com/profile/net-systems,1
142,Speck,1343.3741%,$13649816,Consumer Products,California,,25,http://www.inc.com/profile/speck,2
143,Celerity,1338.5953%,$39457187,Business Services,Virginia,,340,http://www.inc.com/profile/celerity,1
144,Green Beans Coffee,1336.784%,$20819000,Food & Beverage,California,,246,http://www.inc.com/profile/green-beans-coffee,1
145,Sucampo Pharmaceuticals,1336.7758%,$59267000,Health,Maryland,,52,http://www.inc.com/profile/sucampo-pharmaceuticals,1
145,Headwaters Construction,1331.5056%,$32928322,Construction,Idaho,,90,http://www.inc.com/profile/headwaters-construction,1
146,Distinctive Services,1327.5104%,$2907439,Construction,Arizona,,12,http://www.inc.com/profile/distinctive-services,1
147,CSN Stores,1327.1354%,$109431614,Retail,Massachusetts,,255,http://www.inc.com/profile/csn-stores,1
148,e4e,1323.6668%,$53658000,Business Services,California,,3200,http://www.inc.com/profile/e4e,1
149,Airborne Health,1317.8267%,$145245000,Consumer Products,Florida,,22,http://www.inc.com/profile/airborne-health,2
150,Cavium Networks,1305.8775%,$34205000,Computers & Electronics,California,,177,http://www.inc.com/profile/cavium-networks,1
150,Oblicore,1303.8071%,$11062000,Software,Massachusetts,,110,http://www.inc.com/profile/oblicore,1
151,Southern Light,1303.4182%,$13356471,Telecommunications,Alabama,"Mobile, AL",31,http://www.inc.com/profile/southern-light,1
152,LifeGuard Medical Solutions,1302.1489%,$3485560,Health,Tennessee,,5,http://www.inc.com/profile/lifeguard-medical-solutions,1
153,5W Public Relations,1300.5498%,$9320477,Advertising & Marketing,New York,New York City,70,http://www.inc.com/profile/5w-public-relations,2
154,NetShops,1299.5348%,$114505321,Retail,Nebraska,"Omaha-Council Bluffs, NE-IA",369,http://www.inc.com/profile/netshops,2
155,A-T Solutions,1271.4512%,$17452100,Government Services,Virginia,"Washington, DC",77,http://www.inc.com/profile/a-t-solutions,1
156,Teracore,1269.6417%,$5435163,Government Services,Georgia,Atlanta,37,http://www.inc.com/profile/teracore,1
157,MCZ Development,1261.7021%,$1600000000,Real Estate,Illinois,,350,http://www.inc.com/profile/mcz-development,1
158,Advanced Equities Financial,1258.1712%,$197546000,Financial Services,Illinois,,400,http://www.inc.com/profile/advanced-equities-financial,2
159,Millennium Pharmacy Systems,1256.8488%,$19745000,Health,Illinois,Chicago,95,http://www.inc.com/profile/millennium-pharmacy-systems,1
160,VMS Medical,1245.6335%,$7772352,Health,Indiana,,21,http://www.inc.com/profile/vms-medical,1
161,Talyst,1236.282%,$17834500,Health,Washington,Seattle,140,http://www.inc.com/profile/talyst,1
162,American Solar Electric,1232.6399%,$5991296,Energy,Arizona,Phoenix,25,http://www.inc.com/profile/american-solar-electric,1
163,NSTAR Global Services,1232.364%,$6600518,Human Resources,North Carolina,"Raleigh-Cary, NC",97,http://www.inc.com/profile/nstar-global-services,1
164,Trio Clinical Research,1228.3631%,$12640265,Health,North Carolina,,65,http://www.inc.com/profile/trio-clinical-research,1
165,User Telecommunications & Technologies,1216.3599%,$3006645,Telecommunications,Virginia,,2,http://www.inc.com/profile/user-telecommunications-technologies,1
165,TomoTherapy,1225.3693%,$156102000,Health,Wisconsin,,492,http://www.inc.com/profile/tomotherapy,1
166,MTR Western,1214.866%,$15380684,Transportation,Washington,,158,http://www.inc.com/profile/mtr-western,1
167,Dyscern,1214.6884%,$6877293,Retail,Virginia,"Washington, DC",14,http://www.inc.com/profile/dyscern,1
168,Smalls Electrical Construction,1213.5928%,$11608417,Construction,New York,,35,http://www.inc.com/profile/smalls-electrical-construction,1
169,Miles Consulting,1205.3532%,$2802045,IT Services,California,"Sacramento--Arden-Arcade--Roseville, CA",29,http://www.inc.com/profile/miles-consulting,1
170,Iconoculture,1205.1945%,$12096699,Business Services,Minnesota,,105,http://www.inc.com/profile/iconoculture,1
171,Eleganza Tiles,1202.3595%,$11408174,Consumer Products,California,,20,http://www.inc.com/profile/eleganza-tiles,1
172,Executive Protection Systems,1199.5631%,$18336498,Security,Virginia,"Winchester, VA-WV",25,http://www.inc.com/profile/executive-protection-systems,1
173,Medidata Solutions,1193.3825%,$52576000,Health,New York,New York City,396,http://www.inc.com/profile/medidata-solutions,2
174,Schoolwires,1192.4804%,$2782581,Education,Pennsylvania,"State College, PA",30,http://www.inc.com/profile/schoolwires,1
175,Valley Management Group,1191.0282%,$4176928,Logistics,Wisconsin,,7,http://www.inc.com/profile/valley-management-group,1
176,LabConnect,1189.7324%,$3420422,Health,Washington,Seattle,26,http://www.inc.com/profile/labconnect,1
177,WageWorks,1187.4548%,$82090000,Human Resources,California,San Francisco,664,http://www.inc.com/profile/wageworks,3
178,Information Innovators,1181.1738%,$19483464,Government Services,Virginia,"Washington, DC",93,http://www.inc.com/profile/information-innovators,2
179,Limelight Networks,1179.0008%,$64343000,Media,Arizona,,160,http://www.inc.com/profile/limelight-networks,2
180,New West Technologies,1157.0221%,$3692716,Government Services,Colorado,Denver,45,http://www.inc.com/profile/new-west-technologies,1
181,Upek,1155.0877%,$53655000,Security,California,,121,http://www.inc.com/profile/upek,1
181,BluWater Consulting,1143.7011%,$7872852,IT Services,Washington,Seattle,70,http://www.inc.com/profile/bluwater-consulting,1
182,LGC Associates,1138.3146%,$4548020,Human Resources,Indiana,"Indianapolis, IN",25,http://www.inc.com/profile/lgc-associates,1
183,SolidSignal.com,1137.8641%,$5100000,Retail,Michigan,Detroit,12,http://www.inc.com/profile/solidsignalcom,1
184,Oil Chem Technologies,1125.5068%,$4379753,Energy,Texas,Houston,10,http://www.inc.com/profile/oil-chem-technologies,1
185,Emerald Health Services,1122.7498%,$54339000,Human Resources,California,,50,http://www.inc.com/profile/emerald-health-services,1
186,Sambazon,1119.4079%,$12168996,Food & Beverage,California,,150,http://www.inc.com/profile/sambazon,1
187,ReliableRemodeler.com,1109.7118%,$6798810,Construction,Oregon,,44,http://www.inc.com/profile/reliableremodelercom,1
188,Discovery Mining,1104.5791%,$4003226,Software,California,,29,http://www.inc.com/profile/discovery-mining,1
188,Accuray,1109.262%,$32771000,Health,California,,386,http://www.inc.com/profile/accuray,1
189,Media Breakaway,1101.799%,$99663988,Advertising & Marketing,Colorado,,45,http://www.inc.com/profile/media-breakaway,1
190,1st American Card Service,1100%,$12000000,Financial Services,California,,200,http://www.inc.com/profile/1st-american-card-service,1
191,Hitcents,1099.8272%,$3124782,Software,Kentucky,,50,http://www.inc.com/profile/hitcents,1
192,Oversee.net,1094.2688%,$124576049,Advertising & Marketing,California,Los Angeles,150,http://www.inc.com/profile/overseenet,1
193,Marketing Informatics,1093.8819%,$22228434,Advertising & Marketing,Indiana,,74,http://www.inc.com/profile/marketing-informatics,3
194,GENBAND,1089.7736%,$27716050,Telecommunications,Texas,Dallas,235,http://www.inc.com/profile/genband,1
195,Endeca Technologies,1082.7586%,$68600000,Software,Massachusetts,,365,http://www.inc.com/profile/endeca-technologies,1
196,Mercury Equipment Finance Group,1080.9987%,$2421260,Financial Services,California,,5,http://www.inc.com/profile/mercury-equipment-finance-group,1
197,Neudesic,1077.3103%,$15670000,IT Services,California,Los Angeles,110,http://www.inc.com/profile/neudesic,1
198,Innovar Group,1072.8796%,$3321900,Human Resources,Colorado,Denver,34,http://www.inc.com/profile/innovar-group,1
199,Instinct Marketing,1069.6439%,$7461591,Advertising & Marketing,Texas,,24,http://www.inc.com/profile/instinct-marketing,1
200,Smith Services,1065.7143%,$10200000,Consumer Products,Florida,,105,http://www.inc.com/profile/smith-services,1
200,"Renewable Energy Group (Ralston, IA)",1067.7096%,$178029000,Energy,Iowa,,62,http://www.inc.com/profile/renewable-energy-group-ralson-IA,1
201,Bandwidth.com,1062.1675%,$31230927,Telecommunications,North Carolina,"Raleigh-Cary, NC",91,http://www.inc.com/profile/bandwidthcom,2
202,Troon Construction,1060%,$29000000,Construction,Arizona,Phoenix,11,http://www.inc.com/profile/troon-construction,1
203,Wave Dispersion Technologies,1060%,$2900000,Security,New Jersey,,8,http://www.inc.com/profile/wave-dispersion-technologies,1
204,Integrity Communications,1050.8761%,$6406927,Telecommunications,Ohio,,50,http://www.inc.com/profile/integrity-communications,1
205,CreditCards.com,1050.4688%,$42947000,Financial Services,Texas,,16,http://www.inc.com/profile/creditcardscom,1
206,Billtrust,1047.6374%,$4360437,Financial Services,New Jersey,"Trenton-Ewing, NJ",20,http://www.inc.com/profile/billtrust,1
207,Strategic Marketing & Media,1045.5455%,$3150250,Advertising & Marketing,California,,10,http://www.inc.com/profile/strategic-marketing-media,1
208,CognitiveDATA,1045.2646%,$5515915,Advertising & Marketing,Arkansas,"Little Rock-North Little Rock-Conway, AR",28,http://www.inc.com/profile/cognitivedata,1
209,Commercial Building Specialists,1041.6711%,$28769186,Construction,California,,52,http://www.inc.com/profile/commercial-building-specialists,1
210,Gorilla Nation,1039.1655%,$28422292,Advertising & Marketing,California,Los Angeles,85,http://www.inc.com/profile/gorilla-nation,1
